"Start Time","Sample Name","Volume (ml)","Area (net)","CRM Volume (ml)","Drift","DIC Content (1x10-9 mol)","DIC (umol/L)","Rm Temp","Salinity","Density (kg/L)","DIC' (umol/kg)"
2024-06-04 11:28:29,"ScottCr",1.5,10669.7078,14.6585217764712,14.672190567043,1483.39615098263,988.930767321756,22,0,0.99777303695451,991.137995009624
2024-06-04 11:33:58,"ScottCrF",1.5,10655.873065,14.639455800551,14.6569293742094,1481.85320518969,987.902136793128,22,0,0.99777303695451,990.107068646081
2024-06-04 11:39:23,"SequimBay",1.5,17923.270355,24.6548281032369,24.6904369681173,2496.26659340523,1664.17772893682,22,3.3,1.00027384165529,1663.72213251411
2024-06-04 11:45:03,"SequimBayF",1.5,17875.322459,24.5887499723177,24.6308659589961,2490.24381137845,1660.16254091897,22,3.3,1.00027384165529,1659.70804372098
2024-06-04 11:50:45,"DIT_02_BC1-1",1.5,1206.514239,1.61707063464219,1.62061096334359,163.847930837546,109.231953891697,22,1.65,0.999025877503221,109.338462948218
2024-06-04 11:54:44,"DIT_02_BC1-2",1.5,1176.801225,1.57612242642267,1.57991145572505,159.73310608303,106.488737388687,22,1.65,0.999025877503221,106.592571610682
2024-06-04 11:59:40,"DIT_02_BL1-1",1.5,1651.972204,2.23096680498241,2.23672726590808,226.138871485137,150.759247656758,22,1.65,0.999025877503221,150.906248828646
2024-06-04 12:03:41,"DIT_02_BL1-2",1.5,1649.589583,2.22768325856008,2.23389102750532,225.852120497906,150.568080331937,22,1.65,0.999025877503221,150.714895101856
2024-06-04 12:08:38,"DIT_02_FC1-1",1.5,775.438107,1.02299440893171,1.02637855207818,103.769507807773,69.1796718718486,22,0,0.99777303695451,69.3340762975564
2024-06-04 12:12:34,"DIT_02_FC1-2",1.5,757.665633,0.998501741646993,1.00203538210885,101.30835079988,67.5389005332532,22,0,0.99777303695451,67.6896428664793
2024-06-04 12:17:27,"DIT_02_FL1-1",1.5,1227.086231,1.64542138397736,1.65131182398388,166.951866701626,111.301244467751,22,0,0.99777303695451,111.549661441518
2024-06-04 12:21:25,"DIT_02_FL1-2",1.5,1210.841005,1.62303345332781,1.62918838664022,164.715130363439,109.81008690896,22,0,0.99777303695451,110.055175718249
2024-06-04 12:26:20,"DIT_02_SC1-1",1.5,1354.375095,1.8208411817501,1.82813383066407,184.82902573387,123.219350489247,22,3.3,1.00027384165529,123.185617135942
2024-06-04 12:30:21,"DIT_02_SC1-2",1.5,1358.326851,1.8262871902742,1.83397899069045,185.419986425485,123.613324283657,22,3.3,1.00027384165529,123.579483073452
2024-06-04 12:35:18,"DIT_02_SL1-1",1.5,1496.814661,2.01714052072886,2.02607534828339,204.841421566276,136.56094771085,22,3.3,1.00027384165529,136.523561872681
2024-06-04 12:39:19,"DIT_02_SL1-2",1.5,1508.472473,2.03320642751166,2.04262495010583,206.514628817199,137.676419211466,22,3.3,1.00027384165529,137.63872799436
2024-06-04 12:44:16,"DIT_02_BC2",1.5,1141.602785,1.5276146227336,1.53528098106128,155.220850463786,103.480566975857,22,1.65,0.999025877503221,103.581468014099
2024-06-04 12:49:12,"DIT_02_BL2",1.5,1662.6138,2.24563224043086,2.25708240035409,228.196827858588,152.131218572392,22,1.65,0.999025877503221,152.279557515167
2024-06-04 12:54:09,"DIT_02_FC3-1",1.5,1050.640468,1.40225729962103,1.41009760833635,142.564489955199,95.0429933034658,22,0,0.99777303695451,95.2551229421517
2024-06-04 12:59:05,"DIT_02_FL2",1.5,1240.932541,1.66450331167921,1.67407015510003,169.252792430897,112.835194953931,22,0,0.99777303695451,113.087035603143
2024-06-04 13:04:00,"DIT_02_SC2",1.5,1070.418829,1.42951432728134,1.43823594205322,145.409347765622,96.9395651770814,22,3.3,1.00027384165529,96.9130263535256
2024-06-04 13:08:56,"DIT_02_SL2",1.5,1515.760031,2.04324958376622,2.0558099145751,207.847662589844,138.565108393229,22,3.3,1.00027384165529,138.527173882631
2024-06-04 13:13:54,"DIT_02_BC3",1.5,1152.636653,1.54282065751455,1.55295858643912,157.00810177137,104.67206784758,22,1.65,0.999025877503221,104.774130685361
2024-06-04 13:18:50,"DIT_02_BL3",1.5,1662.766041,2.24584204735814,2.26067640476893,228.560190935916,152.373460623944,22,1.65,0.999025877503221,152.522035770243
2024-06-04 13:23:49,"DIT_02_FC3-2",1.5,1057.579501,1.41182014531976,1.42193107264296,143.760883590151,95.8405890601009,22,0,0.99777303695451,96.0544988794585
2024-06-04 13:28:44,"DIT_02_FL3",1.5,1242.760485,1.66702244459268,1.6791802644541,169.769437611608,113.179625074405,22,0,0.99777303695451,113.432234468734
2024-06-04 13:33:42,"DIT_02_SC3",1.5,1315.575642,1.76737073677109,1.78064380099143,180.02766175863,120.01844117242,22,3.3,1.00027384165529,119.985584121453
2024-06-04 13:38:38,"DIT_02_SL3",1.5,1569.803302,2.1177278953159,2.13392055697005,215.744849158543,143.829899439029,22,3.3,1.00027384165529,143.79052360403
